Spin,Symbols,Reel1,Payout,Win
4279,Lemon-Cherry-Lemon,Lemon,0,0
4280,Lemon-Lemon-Lemon,Lemon,4,1
4281,Cherry-Cherry-Cherry,Cherry,2,1
4282,Lemon-Bar-Bar,Lemon,0,0
4283,Bell-Cherry-Bar,Bell,0,0
4284,Lemon-Lemon-Lemon,Lemon,4,1
4285,Bar-Cherry-Cherry,Bar,0,0
4286,Cherry-Cherry-Lemon,Cherry,0,0
4287,Bell-Bar-Cherry,Bell,0,0
4288,Lemon-Bell-Lemon,Lemon,0,0
4289,Lemon-Lemon-Bell,Lemon,0,0
4290,Bell-Bell-Lemon,Bell,0,0
4291,Cherry-Lemon-Cherry,Cherry,0,0
4292,Bell-Lemon-Lemon,Bell,0,0
4293,Cherry-Bell-Lemon,Cherry,0,0
4294,Bar-Lemon-Cherry,Bar,0,0
4295,Lemon-Bell-Cherry,Lemon,0,0
4296,Cherry-Cherry-Lemon,Cherry,0,0
4297,Seven-Cherry-Bar,Seven,0,0
4298,Seven-Cherry-Lemon,Seven,0,0
4299,Cherry-Cherry-Cherry,Cherry,2,1
4300,Lemon-Cherry-Lemon,Lemon,0,0
4301,Bell-Cherry-Cherry,Bell,0,0
4302,Cherry-Lemon-Lemon,Cherry,0,0
4303,Bar-Cherry-Lemon,Bar,0,0
4304,Lemon-Cherry-Lemon,Lemon,0,0
4305,Lemon-Bar-Lemon,Lemon,0,0
4306,Bar-Cherry-Bell,Bar,0,0
4307,Cherry-Cherry-Lemon,Cherry,0,0
4308,Cherry-Lemon-Cherry,Cherry,0,0
4309,Bell-Cherry-Lemon,Bell,0,0
4310,Lemon-Cherry-Bell,Lemon,0,0
4311,Cherry-Cherry-Lemon,Cherry,0,0
4312,Bell-Cherry-Bell,Bell,0,0
4313,Bell-Lemon-Cherry,Bell,0,0
4314,Cherry-Cherry-Seven,Cherry,0,0
4315,Bar-Lemon-Lemon,Bar,0,0
4316,Lemon-Cherry-Lemon,Lemon,0,0
4317,Cherry-Lemon-Lemon,Cherry,0,0
4318,Cherry-Cherry-Lemon,Cherry,0,0
4319,Cherry-Cherry-Cherry,Cherry,2,1
4320,Lemon-Lemon-Bell,Lemon,0,0
4321,Cherry-Cherry-Bell,Cherry,0,0
4322,Cherry-Lemon-Cherry,Cherry,0,0
4323,Cherry-Cherry-Bar,Cherry,0,0
4324,Bar-Cherry-Cherry,Bar,0,0
4325,Cherry-Lemon-Cherry,Cherry,0,0
4326,Bar-Lemon-Bar,Bar,0,0
4327,Lemon-Cherry-Bell,Lemon,0,0
4328,Lemon-Cherry-Lemon,Lemon,0,0
4329,Cherry-Cherry-Lemon,Cherry,0,0
4330,Lemon-Cherry-Cherry,Lemon,0,0
4331,Cherry-Cherry-Cherry,Cherry,2,1
4332,Cherry-Bell-Lemon,Cherry,0,0
4333,Seven-Cherry-Seven,Seven,0,0
4334,Cherry-Lemon-Lemon,Cherry,0,0
4335,Cherry-Cherry-Cherry,Cherry,2,1
4336,Cherry-Lemon-Lemon,Cherry,0,0
4337,Cherry-Lemon-Lemon,Cherry,0,0
4338,Lemon-Bell-Cherry,Lemon,0,0
4339,Cherry-Cherry-Cherry,Cherry,2,1
4340,Bell-Lemon-Lemon,Bell,0,0
4341,Lemon-Cherry-Lemon,Lemon,0,0
4342,Cherry-Lemon-Lemon,Cherry,0,0
4343,Cherry-Lemon-Cherry,Cherry,0,0
4344,Bell-Cherry-Cherry,Bell,0,0
4345,Cherry-Lemon-Lemon,Cherry,0,0
4346,Cherry-Cherry-Cherry,Cherry,2,1
4347,Cherry-Bell-Lemon,Cherry,0,0
4348,Lemon-Lemon-Cherry,Lemon,0,0
4349,Cherry-Bar-Bell,Cherry,0,0
4350,Cherry-Lemon-Cherry,Cherry,0,0
4351,Bar-Lemon-Cherry,Bar,0,0
4352,Cherry-Bell-Cherry,Cherry,0,0
4353,Cherry-Cherry-Cherry,Cherry,2,1
4354,Bar-Bar-Cherry,Bar,0,0
4355,Lemon-Cherry-Lemon,Lemon,0,0
4356,Bell-Lemon-Cherry,Bell,0,0
4357,Lemon-Cherry-Cherry,Lemon,0,0
4358,Lemon-Cherry-Cherry,Lemon,0,0
4359,Cherry-Bell-Lemon,Cherry,0,0
4360,Cherry-Bell-Cherry,Cherry,0,0
4361,Cherry-Cherry-Cherry,Cherry,2,1
4362,Lemon-Cherry-Lemon,Lemon,0,0
4363,Bell-Lemon-Lemon,Bell,0,0
4364,Lemon-Lemon-Cherry,Lemon,0,0
4365,Lemon-Cherry-Cherry,Lemon,0,0
4366,Cherry-Cherry-Bell,Cherry,0,0
4367,Bar-Lemon-Bell,Bar,0,0
4368,Bar-Cherry-Cherry,Bar,0,0
4369,Cherry-Lemon-Lemon,Cherry,0,0
4370,Cherry-Cherry-Cherry,Cherry,2,1
4371,Cherry-Bell-Cherry,Cherry,0,0
4372,Seven-Bar-Bell,Seven,0,0
4373,Cherry-Cherry-Lemon,Cherry,0,0
4374,Cherry-Seven-Bell,Cherry,0,0
4375,Cherry-Cherry-Cherry,Cherry,2,1
4376,Bar-Lemon-Lemon,Bar,0,0
4377,Lemon-Cherry-Lemon,Lemon,0,0
4378,Lemon-Lemon-Cherry,Lemon,0,0
4379,Cherry-Bell-Cherry,Cherry,0,0
4380,Bar-Lemon-Lemon,Bar,0,0
4381,Lemon-Bar-Lemon,Lemon,0,0
4382,Cherry-Lemon-Lemon,Cherry,0,0
4383,Cherry-Cherry-Cherry,Cherry,2,1
4384,Cherry-Lemon-Cherry,Cherry,0,0
4385,Cherry-Cherry-Lemon,Cherry,0,0
4386,Cherry-Lemon-Bell,Cherry,0,0
4387,Cherry-Cherry-Cherry,Cherry,2,1
4388,Lemon-Cherry-Cherry,Lemon,0,0
4389,Lemon-Lemon-Cherry,Lemon,0,0
4390,Cherry-Cherry-Lemon,Cherry,0,0
4391,Lemon-Bell-Cherry,Lemon,0,0
4392,Cherry-Cherry-Lemon,Cherry,0,0
4393,Cherry-Lemon-Cherry,Cherry,0,0
4394,Cherry-Cherry-Bar,Cherry,0,0
4395,Cherry-Lemon-Cherry,Cherry,0,0
4396,Lemon-Cherry-Bar,Lemon,0,0
4397,Cherry-Bar-Cherry,Cherry,0,0
4398,Cherry-Cherry-Cherry,Cherry,2,1
4399,Lemon-Bell-Cherry,Lemon,0,0
4400,Bar-Cherry-Cherry,Bar,0,0
4401,Cherry-Cherry-Cherry,Cherry,2,1
4402,Cherry-Cherry-Lemon,Cherry,0,0
4403,Seven-Cherry-Cherry,Seven,0,0
4404,Lemon-Bell-Lemon,Lemon,0,0
4405,Lemon-Lemon-Bell,Lemon,0,0
4406,Lemon-Cherry-Lemon,Lemon,0,0
4407,Cherry-Cherry-Cherry,Cherry,2,1
4408,Cherry-Cherry-Cherry,Cherry,2,1
4409,Lemon-Lemon-Cherry,Lemon,0,0
4410,Cherry-Cherry-Lemon,Cherry,0,0
4411,Cherry-Lemon-Cherry,Cherry,0,0
4412,Cherry-Lemon-Cherry,Cherry,0,0
4413,Cherry-Bell-Cherry,Cherry,0,0
4414,Bell-Cherry-Cherry,Bell,0,0
4415,Bell-Lemon-Cherry,Bell,0,0
4416,Cherry-Cherry-Seven,Cherry,0,0
4417,Cherry-Cherry-Lemon,Cherry,0,0
4418,Cherry-Cherry-Bar,Cherry,0,0
4419,Cherry-Seven-Cherry,Cherry,0,0
4420,Cherry-Lemon-Cherry,Cherry,0,0
4421,Cherry-Lemon-Cherry,Cherry,0,0
4422,Lemon-Cherry-Lemon,Lemon,0,0
4423,Cherry-Cherry-Bar,Cherry,0,0
4424,Seven-Cherry-Cherry,Seven,0,0
4425,Cherry-Bell-Lemon,Cherry,0,0
4426,Lemon-Bell-Bell,Lemon,0,0
4427,Lemon-Lemon-Bell,Lemon,0,0
4428,Lemon-Cherry-Bell,Lemon,0,0
4429,Bell-Cherry-Bar,Bell,0,0
4430,Seven-Cherry-Bell,Seven,0,0
4431,Cherry-Lemon-Cherry,Cherry,0,0
4432,Lemon-Bar-Bell,Lemon,0,0
4433,Cherry-Seven-Bar,Cherry,0,0
4434,Bar-Cherry-Lemon,Bar,0,0
4435,Cherry-Lemon-Lemon,Cherry,0,0
4436,Cherry-Cherry-Cherry,Cherry,2,1
4437,Cherry-Lemon-Cherry,Cherry,0,0
4438,Bell-Cherry-Bar,Bell,0,0
4439,Cherry-Cherry-Cherry,Cherry,2,1
4440,Bar-Cherry-Bell,Bar,0,0
4441,Bell-Cherry-Cherry,Bell,0,0
4442,Bell-Cherry-Lemon,Bell,0,0
4443,Lemon-Lemon-Lemon,Lemon,4,1
4444,Cherry-Lemon-Cherry,Cherry,0,0
4445,Cherry-Bell-Bar,Cherry,0,0
4446,Lemon-Cherry-Cherry,Lemon,0,0
4447,Cherry-Cherry-Cherry,Cherry,2,1
4448,Lemon-Bar-Bell,Lemon,0,0
4449,Cherry-Bell-Cherry,Cherry,0,0
4450,Bar-Cherry-Cherry,Bar,0,0
4451,Cherry-Lemon-Cherry,Cherry,0,0
4452,Cherry-Bell-Cherry,Cherry,0,0
4453,Lemon-Bell-Lemon,Lemon,0,0
4454,Cherry-Cherry-Bar,Cherry,0,0
4455,Cherry-Cherry-Cherry,Cherry,2,1
4456,Lemon-Cherry-Cherry,Lemon,0,0
4457,Cherry-Lemon-Bell,Cherry,0,0
4458,Cherry-Lemon-Lemon,Cherry,0,0
4459,Lemon-Cherry-Lemon,Lemon,0,0
4460,Lemon-Cherry-Cherry,Lemon,0,0
4461,Lemon-Cherry-Lemon,Lemon,0,0
4462,Lemon-Lemon-Lemon,Lemon,4,1
4463,Lemon-Lemon-Cherry,Lemon,0,0
4464,Lemon-Bar-Lemon,Lemon,0,0
4465,Bell-Lemon-Cherry,Bell,0,0
4466,Cherry-Cherry-Bar,Cherry,0,0
4467,Cherry-Cherry-Bell,Cherry,0,0
4468,Cherry-Cherry-Lemon,Cherry,0,0
4469,Lemon-Bar-Cherry,Lemon,0,0
4470,Lemon-Cherry-Lemon,Lemon,0,0
4471,Lemon-Bell-Cherry,Lemon,0,0
4472,Cherry-Lemon-Lemon,Cherry,0,0
4473,Bell-Bell-Seven,Bell,0,0
4474,Cherry-Cherry-Bell,Cherry,0,0
4475,Lemon-Lemon-Cherry,Lemon,0,0
4476,Cherry-Cherry-Bar,Cherry,0,0
4477,Bell-Cherry-Cherry,Bell,0,0
4478,Cherry-Lemon-Cherry,Cherry,0,0
4479,Cherry-Lemon-Bell,Cherry,0,0
4480,Bar-Lemon-Cherry,Bar,0,0
4481,Lemon-Lemon-Cherry,Lemon,0,0
4482,Lemon-Bar-Cherry,Lemon,0,0
4483,Cherry-Lemon-Bar,Cherry,0,0
4484,Cherry-Cherry-Lemon,Cherry,0,0
4485,Lemon-Cherry-Lemon,Lemon,0,0
4486,Cherry-Cherry-Lemon,Cherry,0,0
4487,Lemon-Lemon-Bar,Lemon,0,0
4488,Lemon-Cherry-Cherry,Lemon,0,0
4489,Lemon-Cherry-Lemon,Lemon,0,0
4490,Lemon-Bell-Cherry,Lemon,0,0
4491,Lemon-Lemon-Lemon,Lemon,4,1
4492,Lemon-Lemon-Cherry,Lemon,0,0
4493,Cherry-Lemon-Bell,Cherry,0,0
4494,Cherry-Lemon-Cherry,Cherry,0,0
4495,Lemon-Cherry-Cherry,Lemon,0,0
4496,Cherry-Cherry-Cherry,Cherry,2,1
4497,Lemon-Lemon-Cherry,Lemon,0,0
4498,Cherry-Bell-Cherry,Cherry,0,0
4499,Lemon-Bell-Lemon,Lemon,0,0
4500,Lemon-Cherry-Cherry,Lemon,0,0
4501,Lemon-Bell-Bell,Lemon,0,0
4502,Bell-Bell-Cherry,Bell,0,0
4503,Cherry-Cherry-Lemon,Cherry,0,0
4504,Cherry-Bell-Cherry,Cherry,0,0
4505,Lemon-Cherry-Cherry,Lemon,0,0
4506,Bar-Bar-Cherry,Bar,0,0
4507,Cherry-Lemon-Cherry,Cherry,0,0
4508,Cherry-Lemon-Seven,Cherry,0,0
4509,Bell-Cherry-Lemon,Bell,0,0
4510,Cherry-Cherry-Cherry,Cherry,2,1
4511,Bell-Lemon-Cherry,Bell,0,0
4512,Lemon-Lemon-Lemon,Lemon,4,1
4513,Cherry-Cherry-Lemon,Cherry,0,0
4514,Cherry-Cherry-Bell,Cherry,0,0
4515,Bell-Lemon-Lemon,Bell,0,0
4516,Cherry-Cherry-Lemon,Cherry,0,0
4517,Lemon-Bell-Lemon,Lemon,0,0
4518,Seven-Lemon-Seven,Seven,0,0
4519,Cherry-Cherry-Cherry,Cherry,2,1
4520,Cherry-Cherry-Lemon,Cherry,0,0
4521,Cherry-Cherry-Cherry,Cherry,2,1
4522,Bell-Cherry-Lemon,Bell,0,0
4523,Cherry-Cherry-Cherry,Cherry,2,1
4524,Cherry-Lemon-Cherry,Cherry,0,0
4525,Cherry-Bell-Lemon,Cherry,0,0
4526,Lemon-Lemon-Cherry,Lemon,0,0
4527,Lemon-Cherry-Cherry,Lemon,0,0
4528,Bell-Lemon-Cherry,Bell,0,0
4529,Bar-Bell-Cherry,Bar,0,0
4530,Lemon-Cherry-Lemon,Lemon,0,0
4531,Seven-Cherry-Cherry,Seven,0,0
4532,Cherry-Bar-Cherry,Cherry,0,0
4533,Bell-Cherry-Bell,Bell,0,0
4534,Cherry-Cherry-Cherry,Cherry,2,1
4535,Lemon-Lemon-Cherry,Lemon,0,0
4536,Cherry-Lemon-Lemon,Cherry,0,0
4537,Lemon-Lemon-Lemon,Lemon,4,1
4538,Cherry-Lemon-Lemon,Cherry,0,0
4539,Cherry-Lemon-Cherry,Cherry,0,0
4540,Bar-Cherry-Bell,Bar,0,0
4541,Cherry-Lemon-Lemon,Cherry,0,0
4542,Lemon-Cherry-Seven,Lemon,0,0
4543,Cherry-Bell-Cherry,Cherry,0,0
4544,Cherry-Cherry-Bell,Cherry,0,0
4545,Bell-Cherry-Bell,Bell,0,0
4546,Cherry-Lemon-Cherry,Cherry,0,0
4547,Cherry-Cherry-Lemon,Cherry,0,0
4548,Cherry-Bell-Cherry,Cherry,0,0
4549,Lemon-Bell-Lemon,Lemon,0,0
4550,Cherry-Bell-Lemon,Cherry,0,0
4551,Cherry-Bell-Bar,Cherry,0,0
4552,Cherry-Lemon-Cherry,Cherry,0,0
4553,Lemon-Cherry-Lemon,Lemon,0,0
4554,Lemon-Bell-Cherry,Lemon,0,0
4555,Cherry-Lemon-Cherry,Cherry,0,0
4556,Cherry-Cherry-Lemon,Cherry,0,0
4557,Lemon-Lemon-Bell,Lemon,0,0
4558,Cherry-Cherry-Cherry,Cherry,2,1
4559,Lemon-Bell-Cherry,Lemon,0,0
4560,Lemon-Lemon-Seven,Lemon,0,0
4561,Cherry-Cherry-Bell,Cherry,0,0
4562,Bar-Cherry-Seven,Bar,0,0
4563,Bell-Seven-Cherry,Bell,0,0
4564,Cherry-Cherry-Cherry,Cherry,2,1
4565,Lemon-Cherry-Bar,Lemon,0,0
4566,Cherry-Bar-Lemon,Cherry,0,0
4567,Lemon-Bell-Cherry,Lemon,0,0
4568,Lemon-Cherry-Cherry,Lemon,0,0
4569,Bell-Bell-Cherry,Bell,0,0
4570,Cherry-Cherry-Cherry,Cherry,2,1
4571,Lemon-Cherry-Cherry,Lemon,0,0
4572,Cherry-Lemon-Lemon,Cherry,0,0
4573,Cherry-Lemon-Cherry,Cherry,0,0
4574,Seven-Cherry-Seven,Seven,0,0
4575,Lemon-Bar-Cherry,Lemon,0,0
4576,Lemon-Lemon-Bell,Lemon,0,0
4577,Bar-Cherry-Lemon,Bar,0,0
4578,Lemon-Cherry-Cherry,Lemon,0,0
4579,Bell-Cherry-Lemon,Bell,0,0
4580,Lemon-Lemon-Cherry,Lemon,0,0
4581,Seven-Bar-Bar,Seven,0,0
4582,Lemon-Lemon-Bar,Lemon,0,0
4583,Bell-Bell-Cherry,Bell,0,0
4584,Cherry-Cherry-Cherry,Cherry,2,1
4585,Cherry-Cherry-Lemon,Cherry,0,0
4586,Bell-Cherry-Bell,Bell,0,0
4587,Lemon-Cherry-Lemon,Lemon,0,0
4588,Bell-Lemon-Cherry,Bell,0,0
4589,Bar-Cherry-Lemon,Bar,0,0
4590,Cherry-Bar-Lemon,Cherry,0,0
4591,Cherry-Cherry-Cherry,Cherry,2,1
4592,Bell-Bell-Cherry,Bell,0,0
4593,Lemon-Lemon-Cherry,Lemon,0,0
4594,Bell-Cherry-Lemon,Bell,0,0
4595,Bell-Cherry-Cherry,Bell,0,0
4596,Lemon-Lemon-Lemon,Lemon,4,1
4597,Bar-Bell-Cherry,Bar,0,0
4598,Cherry-Cherry-Lemon,Cherry,0,0
4599,Cherry-Cherry-Lemon,Cherry,0,0
4600,Lemon-Lemon-Bar,Lemon,0,0
4601,Cherry-Cherry-Bell,Cherry,0,0
4602,Cherry-Cherry-Cherry,Cherry,2,1
4603,Bar-Cherry-Bell,Bar,0,0
4604,Bar-Bell-Bell,Bar,0,0
4605,Cherry-Seven-Bell,Cherry,0,0
4606,Cherry-Lemon-Lemon,Cherry,0,0
4607,Lemon-Bell-Bell,Lemon,0,0
4608,Seven-Cherry-Cherry,Seven,0,0
4609,Cherry-Cherry-Cherry,Cherry,2,1
4610,Cherry-Lemon-Bell,Cherry,0,0
4611,Cherry-Bell-Cherry,Cherry,0,0
4612,Lemon-Lemon-Cherry,Lemon,0,0
4613,Cherry-Cherry-Cherry,Cherry,2,1
4614,Cherry-Lemon-Lemon,Cherry,0,0
4615,Cherry-Cherry-Bar,Cherry,0,0
4616,Lemon-Cherry-Lemon,Lemon,0,0
4617,Cherry-Cherry-Lemon,Cherry,0,0
4618,Cherry-Lemon-Bell,Cherry,0,0
4619,Cherry-Bell-Cherry,Cherry,0,0
4620,Bell-Seven-Cherry,Bell,0,0
4621,Cherry-Lemon-Bell,Cherry,0,0
4622,Cherry-Bell-Cherry,Cherry,0,0
4623,Lemon-Cherry-Lemon,Lemon,0,0
4624,Lemon-Cherry-Cherry,Lemon,0,0
4625,Cherry-Cherry-Cherry,Cherry,2,1
4626,Lemon-Seven-Lemon,Lemon,0,0
4627,Cherry-Cherry-Cherry,Cherry,2,1
4628,Cherry-Cherry-Bell,Cherry,0,0
4629,Lemon-Lemon-Cherry,Lemon,0,0
4630,Cherry-Cherry-Lemon,Cherry,0,0
4631,Cherry-Bar-Cherry,Cherry,0,0
4632,Cherry-Cherry-Bar,Cherry,0,0
4633,Cherry-Lemon-Bell,Cherry,0,0
4634,Bell-Cherry-Bell,Bell,0,0
4635,Cherry-Cherry-Cherry,Cherry,2,1
4636,Lemon-Bell-Cherry,Lemon,0,0
4637,Cherry-Cherry-Lemon,Cherry,0,0
4638,Lemon-Cherry-Lemon,Lemon,0,0
4639,Lemon-Cherry-Lemon,Lemon,0,0
4640,Lemon-Bell-Cherry,Lemon,0,0
4641,Lemon-Cherry-Seven,Lemon,0,0
4642,Lemon-Cherry-Cherry,Lemon,0,0
4643,Lemon-Lemon-Bell,Lemon,0,0
4644,Cherry-Cherry-Bell,Cherry,0,0
4645,Lemon-Cherry-Lemon,Lemon,0,0
4646,Lemon-Cherry-Lemon,Lemon,0,0
4647,Lemon-Cherry-Lemon,Lemon,0,0
4648,Cherry-Lemon-Cherry,Cherry,0,0
4649,Cherry-Cherry-Cherry,Cherry,2,1
4650,Lemon-Bell-Cherry,Lemon,0,0
4651,Lemon-Lemon-Cherry,Lemon,0,0
4652,Bar-Cherry-Bell,Bar,0,0
4653,Cherry-Lemon-Bell,Cherry,0,0
4654,Cherry-Cherry-Cherry,Cherry,2,1
4655,Bell-Lemon-Lemon,Bell,0,0
4656,Cherry-Cherry-Lemon,Cherry,0,0
4657,Bar-Cherry-Lemon,Bar,0,0
4658,Lemon-Bar-Lemon,Lemon,0,0
4659,Bell-Lemon-Bell,Bell,0,0
4660,Cherry-Cherry-Cherry,Cherry,2,1
4661,Cherry-Bell-Bell,Cherry,0,0
4662,Lemon-Lemon-Cherry,Lemon,0,0
4663,Lemon-Bar-Bell,Lemon,0,0
4664,Bell-Cherry-Bell,Bell,0,0
4665,Seven-Cherry-Cherry,Seven,0,0
4666,Lemon-Bar-Bar,Lemon,0,0
4667,Cherry-Bar-Cherry,Cherry,0,0
4668,Cherry-Cherry-Lemon,Cherry,0,0
4669,Cherry-Bar-Lemon,Cherry,0,0
4670,Cherry-Cherry-Lemon,Cherry,0,0
4671,Lemon-Lemon-Lemon,Lemon,4,1
4672,Bar-Lemon-Bar,Bar,0,0
4673,Lemon-Lemon-Bell,Lemon,0,0
4674,Seven-Lemon-Cherry,Seven,0,0
4675,Bell-Cherry-Cherry,Bell,0,0
4676,Lemon-Lemon-Cherry,Lemon,0,0
4677,Bell-Cherry-Bell,Bell,0,0
4678,Cherry-Lemon-Cherry,Cherry,0,0
4679,Cherry-Lemon-Cherry,Cherry,0,0
4680,Cherry-Cherry-Lemon,Cherry,0,0
4681,Cherry-Lemon-Lemon,Cherry,0,0
4682,Cherry-Lemon-Lemon,Cherry,0,0
4683,Bell-Cherry-Seven,Bell,0,0
4684,Bell-Lemon-Cherry,Bell,0,0
4685,Cherry-Bar-Cherry,Cherry,0,0
4686,Cherry-Bell-Seven,Cherry,0,0
4687,Cherry-Cherry-Cherry,Cherry,2,1
4688,Cherry-Bell-Bar,Cherry,0,0
4689,Lemon-Lemon-Cherry,Lemon,0,0
4690,Bell-Cherry-Lemon,Bell,0,0
4691,Cherry-Cherry-Cherry,Cherry,2,1
4692,Lemon-Lemon-Bell,Lemon,0,0
4693,Cherry-Bar-Lemon,Cherry,0,0
4694,Bar-Cherry-Lemon,Bar,0,0
4695,Cherry-Lemon-Cherry,Cherry,0,0
4696,Lemon-Bell-Bar,Lemon,0,0
4697,Lemon-Cherry-Cherry,Lemon,0,0
4698,Cherry-Cherry-Lemon,Cherry,0,0
4699,Cherry-Lemon-Cherry,Cherry,0,0
4700,Lemon-Bar-Cherry,Lemon,0,0
4701,Bell-Lemon-Lemon,Bell,0,0
4702,Lemon-Lemon-Bell,Lemon,0,0
4703,Lemon-Cherry-Lemon,Lemon,0,0
4704,Lemon-Lemon-Cherry,Lemon,0,0
4705,Cherry-Bell-Cherry,Cherry,0,0
4706,Lemon-Cherry-Lemon,Lemon,0,0
4707,Cherry-Bell-Lemon,Cherry,0,0
4708,Cherry-Cherry-Cherry,Cherry,2,1
4709,Cherry-Seven-Lemon,Cherry,0,0
4710,Bell-Cherry-Seven,Bell,0,0
4711,Bell-Cherry-Cherry,Bell,0,0
4712,Bell-Bell-Cherry,Bell,0,0
4713,Cherry-Lemon-Lemon,Cherry,0,0
4714,Cherry-Lemon-Bell,Cherry,0,0
4715,Lemon-Bell-Lemon,Lemon,0,0
4716,Cherry-Cherry-Lemon,Cherry,0,0
4717,Bar-Bell-Lemon,Bar,0,0
4718,Cherry-Lemon-Cherry,Cherry,0,0
4719,Lemon-Cherry-Lemon,Lemon,0,0
4720,Cherry-Cherry-Cherry,Cherry,2,1
4721,Lemon-Lemon-Lemon,Lemon,4,1
4722,Lemon-Bell-Lemon,Lemon,0,0
4723,Lemon-Cherry-Cherry,Lemon,0,0
4724,Bell-Cherry-Lemon,Bell,0,0
4725,Cherry-Lemon-Bell,Cherry,0,0
4726,Cherry-Cherry-Lemon,Cherry,0,0
4727,Lemon-Seven-Lemon,Lemon,0,0
4728,Bell-Seven-Cherry,Bell,0,0
4729,Seven-Cherry-Lemon,Seven,0,0
4730,Cherry-Seven-Lemon,Cherry,0,0
4731,Cherry-Lemon-Cherry,Cherry,0,0
4732,Lemon-Lemon-Bar,Lemon,0,0
4733,Bar-Lemon-Lemon,Bar,0,0
4734,Cherry-Cherry-Cherry,Cherry,2,1
4735,Lemon-Lemon-Cherry,Lemon,0,0
4736,Cherry-Cherry-Cherry,Cherry,2,1
4737,Cherry-Cherry-Cherry,Cherry,2,1
4738,Cherry-Lemon-Seven,Cherry,0,0
4739,Cherry-Cherry-Lemon,Cherry,0,0
4740,Seven-Cherry-Cherry,Seven,0,0
4741,Lemon-Seven-Bar,Lemon,0,0
4742,Bar-Cherry-Cherry,Bar,0,0
4743,Bar-Cherry-Cherry,Bar,0,0
4744,Bell-Bell-Bell,Bell,10,1
4745,Bar-Cherry-Bell,Bar,0,0
4746,Lemon-Cherry-Lemon,Lemon,0,0
4747,Cherry-Cherry-Cherry,Cherry,2,1
4748,Cherry-Cherry-Cherry,Cherry,2,1
4749,Bar-Cherry-Cherry,Bar,0,0
4750,Cherry-Lemon-Cherry,Cherry,0,0
4751,Cherry-Cherry-Lemon,Cherry,0,0
4752,Lemon-Cherry-Lemon,Lemon,0,0
4753,Bell-Cherry-Lemon,Bell,0,0
4754,Cherry-Lemon-Cherry,Cherry,0,0
4755,Cherry-Seven-Cherry,Cherry,0,0
4756,Cherry-Cherry-Cherry,Cherry,2,1
4757,Bell-Cherry-Lemon,Bell,0,0
4758,Lemon-Cherry-Bell,Lemon,0,0
4759,Cherry-Lemon-Lemon,Cherry,0,0
4760,Lemon-Bell-Lemon,Lemon,0,0
4761,Bell-Lemon-Cherry,Bell,0,0
4762,Lemon-Cherry-Bar,Lemon,0,0
4763,Bar-Cherry-Bell,Bar,0,0
4764,Lemon-Lemon-Bell,Lemon,0,0
4765,Cherry-Bell-Cherry,Cherry,0,0
4766,Cherry-Cherry-Lemon,Cherry,0,0
4767,Bell-Bar-Lemon,Bell,0,0
4768,Lemon-Cherry-Lemon,Lemon,0,0
4769,Cherry-Cherry-Cherry,Cherry,2,1
4770,Bar-Lemon-Cherry,Bar,0,0
4771,Lemon-Bar-Lemon,Lemon,0,0
4772,Seven-Lemon-Bell,Seven,0,0
4773,Lemon-Lemon-Cherry,Lemon,0,0
4774,Cherry-Lemon-Lemon,Cherry,0,0
4775,Bar-Cherry-Cherry,Bar,0,0
4776,Lemon-Cherry-Cherry,Lemon,0,0
4777,Lemon-Seven-Cherry,Lemon,0,0
4778,Lemon-Lemon-Cherry,Lemon,0,0
4779,Seven-Lemon-Cherry,Seven,0,0
4780,Cherry-Seven-Lemon,Cherry,0,0
4781,Bell-Bar-Cherry,Bell,0,0
4782,Cherry-Cherry-Bell,Cherry,0,0
4783,Lemon-Lemon-Lemon,Lemon,4,1
4784,Cherry-Cherry-Lemon,Cherry,0,0
4785,Bar-Bar-Bar,Bar,30,1
4786,Cherry-Cherry-Bar,Cherry,0,0
4787,Cherry-Lemon-Lemon,Cherry,0,0
4788,Cherry-Cherry-Lemon,Cherry,0,0
4789,Cherry-Cherry-Lemon,Cherry,0,0
4790,Cherry-Bell-Cherry,Cherry,0,0
4791,Bar-Lemon-Bell,Bar,0,0
4792,Cherry-Cherry-Cherry,Cherry,2,1
4793,Bar-Lemon-Cherry,Bar,0,0
4794,Cherry-Cherry-Cherry,Cherry,2,1
4795,Bell-Cherry-Bar,Bell,0,0
4796,Bell-Cherry-Cherry,Bell,0,0
4797,Bar-Bell-Cherry,Bar,0,0
4798,Cherry-Lemon-Bell,Cherry,0,0
4799,Bar-Cherry-Cherry,Bar,0,0
4800,Bell-Lemon-Cherry,Bell,0,0
4801,Bar-Bell-Bell,Bar,0,0
4802,Cherry-Lemon-Cherry,Cherry,0,0
4803,Cherry-Cherry-Cherry,Cherry,2,1
4804,Cherry-Lemon-Cherry,Cherry,0,0
4805,Cherry-Lemon-Lemon,Cherry,0,0
4806,Cherry-Cherry-Lemon,Cherry,0,0
4807,Cherry-Bell-Cherry,Cherry,0,0
4808,Bell-Bell-Cherry,Bell,0,0
4809,Cherry-Cherry-Bar,Cherry,0,0
4810,Lemon-Lemon-Seven,Lemon,0,0
4811,Lemon-Cherry-Cherry,Lemon,0,0
4812,Lemon-Cherry-Lemon,Lemon,0,0
4813,Cherry-Lemon-Bar,Cherry,0,0
4814,Bar-Lemon-Cherry,Bar,0,0
